Car Model,Country,City,Price,QuantitySold,Sale,DateOfSale,CustomerID,CustomerName,Age,Gender,CarMake,CarModel,Year,CarType,PaymentMethod,SalespersonID,SalespersonName,DealershipLocation,Profit
Chevrolet Malibu,France,Paris,17989,8,143912,2028-11-12,CUST01486,Nicholas Brown,65,Male,BMW,Audi A4,2001,Convertible,Cash,SP045,Michael Leblanc,"Port Elizabeth, Saint Barthelemy",1795
Ford Focus,China,Shanghai,82388,9,741492,2028-11-13,CUST01487,Christine Graves,72,Male,Ford,Nissan Altima,2004,Sedan,Cash,SP068,Franklin Daniels,"North Robert, Malaysia",13032
Honda Civic,Italy,Milan,95549,6,573294,2028-11-14,CUST01488,William Miranda,43,Non-binary,Chevrolet,Honda Civic,2021,Hatchback,Lease,SP002,Brittany Grimes,"North Joseberg, Cyprus",2905
BMW 3 Series,Italy,Naples,74708,7,522956,2028-11-15,CUST01489,Sean Smith,64,Female,BMW,Hyundai Elantra,2004,SUV,Cash,SP002,Jordan Thomas,"Michaelton, Iraq",7429
Kia Optima,Australia,Melbourne,38911,2,77822,2028-11-16,CUST01490,George Cruz,43,Female,Ford,Nissan Altima,2008,Convertible,Bank Transfer,SP039,Hayley Lopez,"Nguyenberg, Palestinian Territory",10383
Hyundai Elantra,Japan,Nagoya,10756,2,21512,2028-11-17,CUST01491,James Martinez,18,Male,Audi,Audi A4,2016,Coupe,Bank Transfer,SP099,Brooke Clark,"Danielmouth, Bolivia",13848
Nissan Altima,Australia,Brisbane,28854,8,230832,2028-11-18,CUST01492,Diane Miller,38,Male,Chevrolet,Nissan Altima,2010,Hatchback,Lease,SP070,Christine Patrick,"Lake Lisa, Estonia",3829
BMW 3 Series,China,Shenzhen,57428,3,172284,2028-11-19,CUST01493,Russell Spencer,36,Male,Hyundai,Toyota Corolla,2007,Hatchback,Bank Transfer,SP074,Steven Reyes,"South Ryanland, Burundi",7989
Chevrolet Malibu,Italy,Palermo,82743,2,165486,2028-11-20,CUST01494,Robert Tran,36,Male,Kia,Audi A4,2013,SUV,Credit Card,SP024,Brian Guzman,"Lindsaymouth, Seychelles",14865
Ford Focus,China,Chongqing,58546,2,117092,2028-11-21,CUST01495,Heather Young,61,Non-binary,Hyundai,Toyota Corolla,2013,Minivan,Credit Card,SP080,Dr. Gloria Stone MD,"Freemanside, Suriname",2764
BMW 3 Series,India,Bangalore,23067,3,69201,2028-11-22,CUST01496,Nancy Davis,63,Male,Chevrolet,Ford Focus,2013,Sedan,Credit Card,SP062,Antonio Fitzpatrick,"West Christina, Svalbard & Jan Mayen Islands",1522
Mercedes C-Class,Japan,Sapporo,88521,5,442605,2028-11-23,CUST01497,Michelle Hernandez,22,Female,Nissan,Ford Focus,2004,Minivan,Bank Transfer,SP017,Craig Murray,"East Erik, Dominican Republic",10042
Honda Civic,China,Chongqing,99218,4,396872,2028-11-24,CUST01498,Jamie Fitzpatrick,75,Non-binary,Hyundai,Audi A4,2017,SUV,Bank Transfer,SP100,Charles Odonnell,"West Rachael, Serbia",8925
Kia Optima,UK,London,26656,4,106624,2028-11-25,CUST01499,Megan Paul MD,38,Female,Ford,Mercedes C-Class,2007,Sedan,Bank Transfer,SP086,Jordan Herring,"Aprilfort, Norway",3258
Toyota Corolla,France,Toulouse,29661,6,177966,2028-11-26,CUST01500,Heather Gomez,55,Non-binary,Chevrolet,Chevrolet Malibu,2012,Minivan,Cash,SP084,Jeffrey Rivas,"New Katherinestad, Cameroon",5275
Chevrolet Malibu,Canada,Vancouver,51004,6,306024,2028-11-27,CUST01501,Lindsey Williams DVM,39,Female,Hyundai,Kia Optima,2006,Coupe,Bank Transfer,SP043,Connor Riggs,"South Angelaville, Argentina",1491
Audi A4,France,Paris,10824,10,108240,2028-11-28,CUST01502,Taylor Arnold,58,Male,Nissan,Nissan Altima,2017,Truck,Lease,SP004,Ms. Susan Luna,"North Yvonnemouth, Burkina Faso",8845
Nissan Altima,Germany,Frankfurt,35809,9,322281,2028-11-29,CUST01503,Larry Walker,34,Female,Toyota,Nissan Altima,2018,Sedan,Lease,SP081,Jennifer Fitzgerald,"New Virginia, Haiti",3444
Chevrolet Malibu,China,Guangzhou,38730,6,232380,2028-11-30,CUST01504,Adriana Hardy,30,Female,Hyundai,Hyundai Elantra,2019,SUV,Lease,SP068,Gloria Blankenship,"Lake Marcusbury, Mauritius",3077
Ford Focus,Japan,Sapporo,18224,4,72896,2028-12-01,CUST01505,Shannon Peters,35,Female,Kia,BMW 3 Series,2009,Hatchback,Cash,SP049,Tonya Spencer,"Debraport, Burundi",3786
Ford Focus,Australia,Sydney,94486,10,944860,2028-12-02,CUST01506,Jennifer Wilkins,30,Non-binary,Hyundai,Toyota Corolla,2018,Coupe,Lease,SP058,Mr. Russell Montgomery,"New Bridgetburgh, Ghana",8770
Hyundai Elantra,UK,Leeds,40101,10,401010,2028-12-03,CUST01507,Jill Maldonado,46,Female,Ford,Ford Focus,2010,Convertible,Bank Transfer,SP003,Stephen Greer,"New Darrellville, United States Minor Outlying Islands",13260
Chevrolet Malibu,UK,Manchester,37772,4,151088,2028-12-04,CUST01508,Kelsey Brewer,23,Male,Audi,Chevrolet Malibu,2004,Sedan,Bank Transfer,SP058,Julie Pruitt,"North Lindsayburgh, Hungary",10268
Hyundai Elantra,Italy,Naples,12367,2,24734,2028-12-05,CUST01509,Jordan Vega MD,73,Male,Ford,BMW 3 Series,2005,Coupe,Bank Transfer,SP086,Jamie Castillo,"North Gloria, Thailand",8758
BMW 3 Series,Germany,Frankfurt,70269,8,562152,2028-12-06,CUST01510,Kevin Hardy,49,Non-binary,Ford,Ford Focus,2012,Truck,Bank Transfer,SP090,Lisa Hall,"Lake Danielleburgh, India",5837
Kia Optima,China,Shenzhen,14667,4,58668,2028-12-07,CUST01511,Lori Swanson,51,Male,Kia,Ford Focus,2000,Convertible,Bank Transfer,SP069,Christine Allen,"West Tony, Tokelau",2108
Nissan Altima,Japan,Yokohama,70221,7,491547,2028-12-08,CUST01512,Ashley Mcconnell,70,Female,BMW,Audi A4,2023,SUV,Lease,SP067,Judy Hill,"North Yolandachester, Jersey",2725
Nissan Altima,Canada,Toronto,59881,3,179643,2028-12-09,CUST01513,Jo Logan,55,Male,Audi,Kia Optima,2020,Hatchback,Cash,SP050,Nicole Chavez,"Traceyview, Heard Island and McDonald Islands",6142
Audi A4,India,Mumbai,51639,5,258195,2028-12-10,CUST01514,Tim Watkins,26,Female,Honda,Hyundai Elantra,2017,Truck,Credit Card,SP085,Mr. Scott Willis II,"Garyhaven, Trinidad and Tobago",9416
Toyota Corolla,Germany,Munich,19453,6,116718,2028-12-11,CUST01515,Amanda Richardson,60,Male,Kia,Kia Optima,2017,Convertible,Cash,SP022,Tracy Huber,"Payneview, Albania",6927
Hyundai Elantra,Australia,Melbourne,55963,4,223852,2028-12-12,CUST01516,Matthew Johnston,41,Non-binary,Audi,Toyota Corolla,2006,Convertible,Cash,SP086,Bryan Lucas,"Olsenmouth, Korea",11702
Mercedes C-Class,Italy,Palermo,88057,8,704456,2028-12-13,CUST01517,John Scott,53,Male,Nissan,Nissan Altima,2004,Coupe,Lease,SP073,Maria Scott,"Amyhaven, Australia",1793
Ford Focus,Australia,Brisbane,23251,6,139506,2028-12-14,CUST01518,Michael Meyer,49,Male,Hyundai,Hyundai Elantra,2005,Truck,Bank Transfer,SP038,Joseph Watson,"Lisahaven, Iran",12233
Kia Optima,Japan,Osaka,38263,9,344367,2028-12-15,CUST01519,Teresa Olson,68,Male,Nissan,Honda Civic,2001,Sedan,Credit Card,SP042,Elizabeth Parrish,"New Matthew, Congo",14567
BMW 3 Series,Germany,Munich,86225,3,258675,2028-12-16,CUST01520,Sherry Nolan,66,Female,Mercedes,Ford Focus,2007,Sedan,Credit Card,SP015,Megan Larson,"Lambtown, Kazakhstan",9376
Chevrolet Malibu,Canada,Montreal,80809,5,404045,2028-12-17,CUST01521,Stacey Smith,59,Non-binary,Kia,Audi A4,2020,Sedan,Lease,SP002,Roger Obrien,"Hooperhaven, Tonga",13131
Ford Focus,France,Lyon,58147,8,465176,2028-12-18,CUST01522,Timothy Edwards,25,Non-binary,BMW,Mercedes C-Class,2015,Hatchback,Lease,SP099,Laura Schmidt,"West Jessica, South Georgia and the South Sandwich Islands",12953
Audi A4,India,Hyderabad,23280,3,69840,2028-12-19,CUST01523,Jose Ruiz,26,Male,Kia,BMW 3 Series,2014,SUV,Bank Transfer,SP053,Matthew Newton,"North Jaimeside, United Kingdom",8006
BMW 3 Series,Canada,Vancouver,78310,7,548170,2028-12-20,CUST01524,Christina Friedman,28,Male,Nissan,Kia Optima,2017,Minivan,Cash,SP097,William Howell,"West Stevenville, Burkina Faso",12738
Toyota Corolla,USA,Los Angeles,58605,6,351630,2028-12-21,CUST01525,Melanie Smith,51,Non-binary,Toyota,Hyundai Elantra,2007,Convertible,Credit Card,SP034,Mr. Marcus Lawson,"West Tiffanyfurt, Aruba",12056
Hyundai Elantra,Germany,Munich,45997,3,137991,2028-12-22,CUST01526,Michael Scott,33,Non-binary,Nissan,Mercedes C-Class,2000,Truck,Lease,SP028,Kenneth Diaz,"Ericmouth, Lesotho",13642
Honda Civic,France,Lyon,35560,8,284480,2028-12-23,CUST01527,Tony Best,57,Female,Nissan,Mercedes C-Class,2020,Sedan,Bank Transfer,SP085,Zachary Mcbride,"Donaldton, Gambia",14553
Hyundai Elantra,India,Chennai,50765,6,304590,2028-12-24,CUST01528,David Jackson,38,Non-binary,Mercedes,Hyundai Elantra,2020,Convertible,Bank Transfer,SP039,Edward Brown,"Juliemouth, Netherlands",7718
Hyundai Elantra,Australia,Brisbane,29273,9,263457,2028-12-25,CUST01529,Jessica Callahan,52,Male,Honda,Nissan Altima,2018,Minivan,Cash,SP059,Mary Kelly,"Mariabury, New Caledonia",1331
Toyota Corolla,Canada,Toronto,47710,4,190840,2028-12-26,CUST01530,Lynn Lewis,62,Non-binary,Honda,BMW 3 Series,2023,Convertible,Lease,SP042,Brent Simmons,"Meadowstown, Mexico",3394
Hyundai Elantra,Canada,Ottawa,89977,4,359908,2028-12-27,CUST01531,Mrs. Melissa Hays,63,Female,Kia,Audi A4,2004,Sedan,Cash,SP059,Suzanne Turner,"Port Bradyhaven, Netherlands Antilles",11605
Audi A4,UK,London,96373,3,289119,2028-12-28,CUST01532,Thomas Vega,43,Non-binary,Nissan,Honda Civic,2000,Sedan,Bank Transfer,SP089,Zachary Martinez,"Gregoryville, India",13083
Nissan Altima,UK,Birmingham,70908,7,496356,2028-12-29,CUST01533,Timothy Moore,62,Female,Hyundai,Nissan Altima,2002,Sedan,Bank Transfer,SP042,Roger Sheppard,"Lisahaven, United States Virgin Islands",9175
Audi A4,USA,Los Angeles,82520,2,165040,2028-12-30,CUST01534,Charles Evans,40,Non-binary,Audi,Mercedes C-Class,2012,Coupe,Lease,SP048,Sheila Perez,"Mitchellland, Botswana",7281
Chevrolet Malibu,India,Delhi,86654,8,693232,2028-12-31,CUST01535,Norman Howell,25,Female,BMW,Kia Optima,2018,Truck,Bank Transfer,SP073,Michael Padilla,"Walkerview, Lao People's Democratic Republic",5945
Nissan Altima,Australia,Perth,75082,10,750820,2029-01-01,CUST01536,Lisa Jones,45,Non-binary,Mercedes,Toyota Corolla,2022,Convertible,Lease,SP010,Jon Hernandez,"East Maxwell, United States of America",10903
Chevrolet Malibu,Canada,Vancouver,31583,5,157915,2029-01-02,CUST01537,Karina Kramer,63,Male,Hyundai,BMW 3 Series,2018,Coupe,Lease,SP077,Julie Watson,"Garzaville, Solomon Islands",9886
BMW 3 Series,France,Lyon,58855,7,411985,2029-01-03,CUST01538,Ryan Baker,53,Female,Kia,Hyundai Elantra,2018,Hatchback,Lease,SP084,Gregory Erickson,"East Cherylhaven, Uruguay",7477
BMW 3 Series,USA,Houston,95121,2,190242,2029-01-04,CUST01539,Kelly Saunders,36,Male,Chevrolet,Hyundai Elantra,2021,Minivan,Credit Card,SP045,Timothy Chang,"Lake Davidmouth, Venezuela",7640
Hyundai Elantra,Canada,Vancouver,10429,8,83432,2029-01-05,CUST01540,Jesse Thomas,34,Male,Mercedes,Honda Civic,2003,Sedan,Lease,SP003,Kelly Griffin,"West Jacob, Netherlands Antilles",7311
Mercedes C-Class,Canada,Vancouver,21528,3,64584,2029-01-06,CUST01541,Jacqueline Sanders,40,Non-binary,Kia,Nissan Altima,2006,Sedan,Bank Transfer,SP002,Mallory Carroll,"West Joshuafort, Bouvet Island (Bouvetoya)",12579
BMW 3 Series,UK,Birmingham,55613,2,111226,2029-01-07,CUST01542,Paul Lowe,34,Non-binary,Hyundai,Audi A4,2018,Minivan,Bank Transfer,SP086,John Frank,"Port Raymondburgh, Papua New Guinea",5243
BMW 3 Series,UK,London,59278,1,59278,2029-01-08,CUST01543,Diana Walker,56,Male,Chevrolet,Toyota Corolla,2002,Minivan,Credit Card,SP050,Melissa Stewart,"West Arthur, Denmark",3277
Hyundai Elantra,France,Marseille,54828,4,219312,2029-01-09,CUST01544,Amanda Dillon,65,Male,Honda,Kia Optima,2011,Hatchback,Bank Transfer,SP060,Ashley Cox,"Carlosberg, British Indian Ocean Territory (Chagos Archipelago)",6772
Chevrolet Malibu,Canada,Ottawa,35614,4,142456,2029-01-10,CUST01545,Jeremy Anderson,35,Non-binary,Mercedes,BMW 3 Series,2017,Sedan,Cash,SP036,Andrew Stevenson,"New Timshire, Gabon",6629
Ford Focus,India,Chennai,68747,1,68747,2029-01-11,CUST01546,Janice Massey,68,Non-binary,Honda,Toyota Corolla,2020,Sedan,Credit Card,SP100,Karen Macias,"Port Lisa, China",3378
Mercedes C-Class,Japan,Nagoya,36179,1,36179,2029-01-12,CUST01547,Christopher Austin,74,Non-binary,Hyundai,Ford Focus,2014,Minivan,Cash,SP100,Todd Brooks,"North Carol, France",10689
Kia Optima,Canada,Vancouver,51234,3,153702,2029-01-13,CUST01548,Timothy Terrell,44,Non-binary,Chevrolet,BMW 3 Series,2003,Coupe,Credit Card,SP054,Heather Johnson,"Port Krystalhaven, Japan",8103
Kia Optima,Australia,Sydney,32827,4,131308,2029-01-14,CUST01549,Jonathan Edwards MD,72,Male,Kia,Ford Focus,2004,Minivan,Bank Transfer,SP087,Carla Patton,"Lake Shaun, Saint Kitts and Nevis",10483
Toyota Corolla,USA,Houston,90974,1,90974,2029-01-15,CUST01550,Heidi Mueller,68,Male,Kia,Chevrolet Malibu,2021,Coupe,Cash,SP035,Peter Zimmerman,"Port Stephenmouth, China",4327
BMW 3 Series,USA,Houston,41326,5,206630,2029-01-16,CUST01551,Dr. Monica Williams,65,Female,BMW,Hyundai Elantra,2012,Hatchback,Bank Transfer,SP052,Nicole Macdonald,"Lisafort, French Polynesia",9447
Chevrolet Malibu,Germany,Frankfurt,40112,4,160448,2029-01-17,CUST01552,Christina Garcia,74,Male,Mercedes,Chevrolet Malibu,2008,Sedan,Lease,SP075,William Chen,"Lake Malloryhaven, Netherlands",5904
Toyota Corolla,Germany,Hamburg,11803,4,47212,2029-01-18,CUST01553,Lisa Mccoy,57,Female,Kia,Chevrolet Malibu,2015,SUV,Bank Transfer,SP035,Laura Ross,"East Jesse, Sri Lanka",14486
Chevrolet Malibu,Italy,Palermo,61390,9,552510,2029-01-19,CUST01554,Andrew Mcintyre MD,29,Female,Ford,Nissan Altima,2020,Sedan,Credit Card,SP078,Brianna Santiago,"South Donna, Croatia",2693
BMW 3 Series,Italy,Turin,43071,4,172284,2029-01-20,CUST01555,Kristen Martinez,71,Female,Nissan,BMW 3 Series,2020,SUV,Bank Transfer,SP054,Lisa Hogan,"Brianside, Thailand",14205
Hyundai Elantra,UK,Manchester,23092,2,46184,2029-01-21,CUST01556,Robert Adams,33,Female,Kia,Nissan Altima,2018,Coupe,Credit Card,SP030,Felicia Jones,"Debratown, Serbia",6494
Audi A4,Canada,Ottawa,30237,7,211659,2029-01-22,CUST01557,Rachel Walker,67,Non-binary,Ford,Audi A4,2011,SUV,Cash,SP024,Melissa Herrera,"Jenniferburgh, Yemen",11563
Hyundai Elantra,Japan,Sapporo,51993,9,467937,2029-01-23,CUST01558,David Young II,34,Non-binary,Kia,Kia Optima,2010,SUV,Credit Card,SP084,Jennifer Morales,"West Donna, Vanuatu",9389
Mercedes C-Class,Japan,Osaka,20647,8,165176,2029-01-24,CUST01559,Erika Berg,45,Male,Mercedes,Mercedes C-Class,2018,Sedan,Bank Transfer,SP046,Jeremy Rodriguez,"Parkerhaven, Croatia",14017
Mercedes C-Class,Canada,Montreal,55572,4,222288,2029-01-25,CUST01560,Stephanie Gray,72,Female,Mercedes,Honda Civic,2013,Sedan,Lease,SP097,Gregory Wolfe,"Marymouth, Togo",10739
Toyota Corolla,Australia,Sydney,18603,8,148824,2029-01-26,CUST01561,Samuel Nelson,75,Female,Audi,Nissan Altima,2003,Truck,Bank Transfer,SP054,Kevin Vargas,"Barrettshire, El Salvador",3778
Chevrolet Malibu,Italy,Milan,91943,3,275829,2029-01-27,CUST01562,Kyle Jensen,65,Male,Honda,Ford Focus,2018,Hatchback,Lease,SP070,Rebecca Scott,"South Georgemouth, Jersey",5145
Hyundai Elantra,USA,Houston,58427,8,467416,2029-01-28,CUST01563,Natasha Gonzales,37,Female,BMW,Chevrolet Malibu,2014,Minivan,Lease,SP033,Daniel Knight,"New Lynnview, Comoros",11588
Hyundai Elantra,UK,Glasgow,91785,7,642495,2029-01-29,CUST01564,Richard Moore,43,Non-binary,BMW,BMW 3 Series,2000,Coupe,Lease,SP012,Nicholas Clark,"Warrenmouth, British Indian Ocean Territory (Chagos Archipelago)",9852
Nissan Altima,India,Mumbai,22154,10,221540,2029-01-30,CUST01565,Mrs. Vanessa Lopez,56,Male,Nissan,BMW 3 Series,2021,Truck,Credit Card,SP058,Michelle Lee,"Willieshire, Malta",3455
Audi A4,Australia,Perth,32077,7,224539,2029-01-31,CUST01566,Dale Cook,66,Non-binary,BMW,Mercedes C-Class,2023,Minivan,Credit Card,SP087,Jenny Smith,"Danachester, Belize",1031
Audi A4,Japan,Osaka,82398,1,82398,2029-02-01,CUST01567,Christy Wilcox,42,Female,BMW,Nissan Altima,2012,Convertible,Bank Transfer,SP040,Robert Allen,"Lake Thomas, Congo",13870
Ford Focus,Italy,Turin,62554,2,125108,2029-02-02,CUST01568,Vanessa Gomez,49,Male,Nissan,Mercedes C-Class,2001,Coupe,Lease,SP099,Kim Jennings,"Lake Justin, Guinea",8400
Ford Focus,Canada,Calgary,48088,5,240440,2029-02-03,CUST01569,Joel Rios,20,Male,BMW,Toyota Corolla,2013,Convertible,Bank Transfer,SP002,Jeremy Powell,"Thomaston, Guinea",5843
Hyundai Elantra,UK,Glasgow,20713,7,144991,2029-02-04,CUST01570,Jonathan Rogers,58,Female,Chevrolet,Nissan Altima,2004,SUV,Lease,SP092,Scott Olson,"Scottmouth, Anguilla",11041
Chevrolet Malibu,France,Toulouse,60558,3,181674,2029-02-05,CUST01571,Adam Johnson,66,Non-binary,Audi,BMW 3 Series,2004,Hatchback,Credit Card,SP094,Bobby Jones,"Priceshire, Pakistan",14672
Honda Civic,China,Chongqing,16911,3,50733,2029-02-06,CUST01572,Chad Carpenter,43,Male,Hyundai,Toyota Corolla,2001,Convertible,Bank Transfer,SP016,Tyler Wise,"Janemouth, Heard Island and McDonald Islands",9741
Audi A4,Italy,Palermo,91372,4,365488,2029-02-07,CUST01573,Paula Walker,35,Non-binary,Ford,Hyundai Elantra,2014,Convertible,Bank Transfer,SP004,Craig Booth,"East Josephville, Finland",10811
Mercedes C-Class,China,Shenzhen,79425,10,794250,2029-02-08,CUST01574,Bradley Austin,34,Male,Toyota,Ford Focus,2013,Truck,Cash,SP077,David Fisher,"Michelleberg, Reunion",12264
Audi A4,Canada,Toronto,57219,10,572190,2029-02-09,CUST01575,Beverly Hoover,59,Male,Kia,Ford Focus,2018,Truck,Cash,SP033,Daniel Smith,"Elizabethville, Philippines",3781
Ford Focus,Japan,Tokyo,72038,10,720380,2029-02-10,CUST01576,Elaine White,46,Female,Kia,BMW 3 Series,2000,Hatchback,Credit Card,SP091,Zachary Cook,"Balltown, Bouvet Island (Bouvetoya)",14663
Toyota Corolla,Italy,Palermo,33435,6,200610,2029-02-11,CUST01577,Mary Jackson,62,Male,Audi,Mercedes C-Class,2018,Coupe,Cash,SP004,Ashley Hickman,"Lake Loriside, Myanmar",4840
Kia Optima,UK,Glasgow,56061,6,336366,2029-02-12,CUST01578,Jon Charles,74,Female,Nissan,Kia Optima,2007,Coupe,Credit Card,SP080,Jennifer Lee,"East Christopherborough, Kenya",5050
Nissan Altima,Japan,Osaka,88301,5,441505,2029-02-13,CUST01579,Charles Watts,44,Male,Chevrolet,Honda Civic,2019,Sedan,Credit Card,SP075,Debra Orr,"North Elizabethmouth, Uzbekistan",3983
Hyundai Elantra,Germany,Frankfurt,72338,9,651042,2029-02-14,CUST01580,Adrian Gentry,74,Non-binary,Kia,Hyundai Elantra,2002,SUV,Bank Transfer,SP078,Jodi Garza,"New Melody, New Zealand",1043
Toyota Corolla,USA,New York,41853,10,418530,2029-02-15,CUST01581,Kevin Figueroa,54,Female,Hyundai,Nissan Altima,2018,Truck,Bank Transfer,SP002,Kayla Rivera,"Woodton, Cameroon",12821
Toyota Corolla,USA,Phoenix,97273,4,389092,2029-02-16,CUST01582,Dr. Kristen Murray,35,Male,Honda,Hyundai Elantra,2015,Coupe,Bank Transfer,SP050,Joshua Burnett,"West Aaron, Bermuda",12995
Kia Optima,Germany,Hamburg,43905,1,43905,2029-02-17,CUST01583,Joseph Lozano,65,Female,Mercedes,Ford Focus,2018,Hatchback,Credit Card,SP076,Jose Gallegos,"North Rubenfort, Christmas Island",6830
BMW 3 Series,Germany,Hamburg,55855,8,446840,2029-02-18,CUST01584,Rick Christensen,20,Female,Audi,Mercedes C-Class,2018,Truck,Lease,SP056,Russell Webb,"Courtneychester, Bahamas",4979
Mercedes C-Class,Canada,Toronto,15910,6,95460,2029-02-19,CUST01585,Ronald Adams,54,Non-binary,Nissan,Hyundai Elantra,2008,Convertible,Lease,SP008,Jeffrey Williams,"West Matthewbury, Samoa",11326
Ford Focus,Canada,Montreal,63222,3,189666,2029-02-20,CUST01586,Jerome Carter,70,Male,Toyota,Ford Focus,2018,Truck,Bank Transfer,SP079,James Morgan,"Reedborough, Palau",1939
Nissan Altima,Japan,Sapporo,66019,2,132038,2029-02-21,CUST01587,Michael Hurst,32,Non-binary,Kia,Toyota Corolla,2023,Coupe,Cash,SP017,Melissa Hernandez,"Webbport, Dominica",10587
Toyota Corolla,France,Lyon,15704,8,125632,2029-02-22,CUST01588,Beth Simmons,62,Non-binary,Mercedes,Chevrolet Malibu,2019,Coupe,Bank Transfer,SP019,Justin Barrett,"Debratown, Palestinian Territory",10210
Toyota Corolla,Italy,Rome,76032,1,76032,2029-02-23,CUST01589,Paige Turner,70,Male,Kia,Hyundai Elantra,2003,Convertible,Lease,SP077,Scott Jacobs,"Lake Scott, Armenia",5453
Kia Optima,USA,Houston,39006,4,156024,2029-02-24,CUST01590,Holly Daniel,44,Non-binary,BMW,Honda Civic,2023,Sedan,Credit Card,SP062,Keith Martinez,"Priceborough, Liechtenstein",11812
Nissan Altima,France,Paris,11899,1,11899,2029-02-25,CUST01591,Mrs. Alyssa Thornton,73,Female,Kia,Hyundai Elantra,2018,Truck,Credit Card,SP082,Nichole Weaver,"Christopherberg, Martinique",10093
Hyundai Elantra,UK,Birmingham,13222,4,52888,2029-02-26,CUST01592,Susan Elliott,39,Female,Mercedes,BMW 3 Series,2021,Coupe,Credit Card,SP049,Jared Wells,"South Kayla, Turks and Caicos Islands",7019
Honda Civic,China,Shanghai,44117,10,441170,2029-02-27,CUST01593,Gabrielle Mayer,64,Male,Mercedes,Ford Focus,2010,SUV,Lease,SP091,Sherry Escobar,"South Michaelview, Saint Martin",1882
Honda Civic,India,Chennai,91069,9,819621,2029-02-28,CUST01594,Paul Whitaker,43,Male,Ford,Ford Focus,2016,Minivan,Lease,SP050,Christopher Delacruz,"New Heathermouth, Tanzania",3615
Kia Optima,UK,London,42362,10,423620,2029-03-01,CUST01595,Mathew Obrien,61,Non-binary,Chevrolet,Toyota Corolla,2005,Sedan,Cash,SP042,Keith Simpson,"Daltonview, Congo",12047
Nissan Altima,Canada,Calgary,17810,8,142480,2029-03-02,CUST01596,Scott Wilson,44,Female,Ford,Ford Focus,2018,Hatchback,Cash,SP093,Christopher Gilbert,"New Michael, Bhutan",5805
Kia Optima,India,Hyderabad,18651,2,37302,2029-03-03,CUST01597,Jordan Contreras,19,Non-binary,Audi,Kia Optima,2022,Coupe,Bank Transfer,SP096,Gary Jensen,"Blackhaven, Kuwait",10393
Kia Optima,Germany,Cologne,63737,8,509896,2029-03-04,CUST01598,Kristen Lewis,73,Female,Mercedes,Chevrolet Malibu,2001,Coupe,Credit Card,SP061,Ebony Bass,"Amyborough, Jordan",5537
Audi A4,China,Chongqing,67374,2,134748,2029-03-05,CUST01599,Bianca Taylor,42,Male,Audi,Audi A4,2016,Coupe,Cash,SP086,James Brooks,"Jamiehaven, Afghanistan",11820
Ford Focus,India,Hyderabad,66730,8,533840,2029-03-06,CUST01600,Seth Haynes,32,Female,Honda,Nissan Altima,2007,Convertible,Credit Card,SP083,Alyssa Thompson,"Raymondton, Brunei Darussalam",8843
Audi A4,Germany,Berlin,79283,1,79283,2029-03-07,CUST01601,Vincent Weaver,46,Male,Audi,Chevrolet Malibu,2018,Convertible,Cash,SP017,Nicholas Wade,"Johnsonchester, Solomon Islands",13982
